Sample	5.0	10.0	15.0	20.0	25.0	30.0	35.0	40.0	45.0	50.0	55.0	60.0	65.0	70.0	75.0	80.0	85.0	90.0	95.0	100.0
BR1-EC_bRNA	46374.0	57802.0	63966.0	67902.0	70870.0	73132.0	74935.0	76487.0	77770.0	78914.0	79848.0	80685.0	81433.0	82121.0	82721.0	83288.0	83795.0	84268.0	84711.0	85123.0
BR2-EC_bRNA	48888.0	60486.0	66770.0	70752.0	73644.0	75951.0	77751.0	79204.0	80454.0	81558.0	82548.0	83409.0	84178.0	84839.0	85441.0	86026.0	86515.0	86974.0	87411.0	87811.0
BR3-EC_bRNA	53130.0	63999.0	69638.0	73208.0	75804.0	77784.0	79382.0	80690.0	81852.0	82815.0	83624.0	84425.0	85078.0	85675.0	86222.0	86713.0	87147.0	87575.0	87939.0	88285.0
LG1-EC_bRNA	46124.0	61570.0	70484.0	76474.0	80759.0	84343.0	87172.0	89405.0	91342.0	93082.0	94555.0	95907.0	97083.0	98102.0	99036.0	99886.0	100662.0	101368.0	102024.0	102648.0
LG2-EC_bRNA	17741.0	25938.0	31330.0	35322.0	38487.0	41076.0	43274.0	45197.0	46848.0	48322.0	49608.0	50740.0	51787.0	52739.0	53631.0	54445.0	55259.0	55936.0	56549.0	57159.0
LG3-EC_bRNA	35244.0	48953.0	57361.0	63119.0	67520.0	70962.0	73778.0	76153.0	78140.0	79830.0	81372.0	82706.0	83862.0	84932.0	85853.0	86733.0	87598.0	88386.0	89089.0	89787.0
LV1-EC_bRNA	47272.0	59630.0	66309.0	70739.0	73923.0	76382.0	78358.0	80010.0	81371.0	82623.0	83760.0	84667.0	85533.0	86258.0	86975.0	87610.0	88186.0	88701.0	89187.0	89628.0
LV2-EC_bRNA	35208.0	42593.0	46816.0	49497.0	51631.0	53277.0	54616.0	55757.0	56739.0	57606.0	58357.0	59052.0	59693.0	60264.0	60784.0	61260.0	61710.0	62120.0	62499.0	62848.0
LV3-EC_bRNA	55174.0	67793.0	74484.0	78757.0	81912.0	84319.0	86253.0	87847.0	89264.0	90435.0	91482.0	92364.0	93108.0	93845.0	94505.0	95098.0	95678.0	96205.0	96638.0	97069.0
