Sample	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
BR1-EC_bRNA_1	6121.0	11337.0	18656.0	20317.0	20018.0	21041.0	21071.0	21800.0	22267.0	23138.0	23559.0	23779.0	23687.0	25282.0	27544.0	28980.0	30699.0	32787.0	35422.0	38511.0	42873.0	47591.0	49235.0	56058.0	57604.0	59672.0	64981.0	67498.0	69458.0	76052.0	81855.0	94673.0	108717.0	124436.0	143013.0	164303.0	192872.0	247180.0	607889.0	4960460.0	40390304.0
BR1-EC_bRNA_2	24519.0	24112.0	25736.0	26434.0	27964.0	28800.0	29550.0	29161.0	30496.0	31531.0	33126.0	33374.0	33781.0	35022.0	35750.0	35076.0	34941.0	36833.0	38983.0	41157.0	44410.0	46086.0	49147.0	55695.0	56869.0	59747.0	65541.0	70316.0	74053.0	80075.0	84703.0	97489.0	111852.0	128562.0	150325.0	175686.0	200185.0	249699.0	615422.0	5004538.0	40125994.0
BR2-EC_bRNA_1	3785.0	7545.0	13375.0	14515.0	14133.0	14944.0	15063.0	15375.0	15490.0	15727.0	16113.0	16004.0	15896.0	16373.0	17904.0	19223.0	20524.0	21677.0	22769.0	24273.0	27812.0	31374.0	32416.0	36270.0	39027.0	39550.0	40111.0	39961.0	40178.0	43642.0	48432.0	52901.0	62211.0	74705.0	88459.0	103996.0	128316.0	182852.0	556053.0	5215175.0	42414689.0
BR2-EC_bRNA_2	24527.0	24360.0	25136.0	25175.0	25928.0	26549.0	27370.0	26523.0	27121.0	27316.0	28261.0	28553.0	28517.0	28771.0	29648.0	28415.0	26190.0	27843.0	28489.0	28514.0	30131.0	30700.0	32918.0	35399.0	36400.0	38610.0	40958.0	43571.0	46009.0	48672.0	52992.0	57173.0	66796.0	80138.0	98194.0	118486.0	140146.0	189723.0	570051.0	5292828.0	42025737.0
BR3-EC_bRNA_1	4064.0	8336.0	14995.0	16990.0	16491.0	17106.0	17388.0	17384.0	18144.0	18227.0	17918.0	18208.0	17749.0	18731.0	19859.0	21825.0	22879.0	24131.0	24990.0	27147.0	30729.0	34402.0	35593.0	38727.0	41179.0	42910.0	44311.0	42808.0	43498.0	46433.0	52512.0	58341.0	68313.0	77844.0	96770.0	113879.0	141098.0	200752.0	627187.0	5966052.0	48934320.0
BR3-EC_bRNA_2	26618.0	26483.0	27336.0	27695.0	28721.0	30134.0	30328.0	29470.0	30293.0	30509.0	31429.0	31619.0	31765.0	31864.0	32629.0	30979.0	28741.0	30032.0	31062.0	31797.0	33416.0	33448.0	36254.0	38743.0	40419.0	42281.0	45065.0	46050.0	49898.0	52514.0	57134.0	62746.0	73172.0	84078.0	107167.0	129588.0	153918.0	208034.0	642568.0	6021265.0	48542958.0
LG1-EC_bRNA_1	1984.0	3984.0	6436.0	6716.0	6669.0	7437.0	7364.0	7300.0	7675.0	7620.0	7322.0	7795.0	8341.0	8844.0	9405.0	10747.0	10766.0	11351.0	12080.0	12259.0	13178.0	14012.0	15313.0	15936.0	17626.0	19930.0	21138.0	21278.0	21524.0	23753.0	27101.0	29923.0	33692.0	37860.0	44171.0	51506.0	62026.0	80235.0	266301.0	3080389.0	24928813.0
LG1-EC_bRNA_2	7200.0	6417.0	6064.0	6069.0	6267.0	6021.0	6578.0	6550.0	6809.0	7205.0	7356.0	7536.0	8301.0	8641.0	9157.0	9350.0	8912.0	9641.0	10496.0	11012.0	11533.0	12334.0	13568.0	14184.0	14858.0	16772.0	18336.0	19770.0	21193.0	23318.0	26030.0	28851.0	32402.0	36487.0	43482.0	48984.0	58600.0	75178.0	257327.0	3058969.0	25000042.0
LG2-EC_bRNA_1	451.0	804.0	1274.0	1428.0	1469.0	1534.0	1557.0	1694.0	1717.0	1747.0	1707.0	1873.0	2053.0	2183.0	2398.0	2710.0	2840.0	2950.0	3283.0	3388.0	3804.0	3943.0	4314.0	4670.0	5182.0	5933.0	6600.0	6879.0	7142.0	7879.0	8979.0	10226.0	11436.0	13157.0	15146.0	17977.0	21196.0	26445.0	67999.0	704004.0	5614986.0
LG2-EC_bRNA_2	1402.0	1325.0	1269.0	1224.0	1277.0	1274.0	1425.0	1359.0	1519.0	1649.0	1757.0	1882.0	1942.0	2015.0	2445.0	2421.0	2323.0	2510.0	2823.0	2986.0	3319.0	3537.0	3820.0	4307.0	4491.0	5061.0	5653.0	6256.0	6913.0	7707.0	8605.0	9832.0	11035.0	12748.0	14897.0	17352.0	20246.0	25179.0	65587.0	706285.0	5627300.0
LG3-EC_bRNA_1	883.0	1831.0	2913.0	3126.0	3113.0	3333.0	3476.0	3390.0	3610.0	3694.0	3483.0	3598.0	4000.0	4169.0	4398.0	5107.0	5349.0	5384.0	5880.0	5953.0	6375.0	6718.0	7551.0	7821.0	8799.0	9961.0	10694.0	10703.0	10971.0	12112.0	13964.0	15735.0	17902.0	20248.0	23917.0	28633.0	34605.0	44658.0	146372.0	1729349.0	13999233.0
LG3-EC_bRNA_2	3458.0	2993.0	2870.0	2767.0	2749.0	2849.0	2879.0	2993.0	3096.0	3347.0	3371.0	3520.0	3767.0	3909.0	4118.0	4437.0	4004.0	4324.0	4963.0	5112.0	5453.0	5730.0	6392.0	6648.0	7016.0	8074.0	8960.0	9839.0	10629.0	11840.0	13454.0	15179.0	17224.0	19490.0	23596.0	27349.0	32535.0	41982.0	141338.0	1727093.0	14031664.0
LV1-EC_bRNA_1	3198.0	6387.0	11011.0	12115.0	12412.0	13102.0	13303.0	13507.0	14271.0	13780.0	13909.0	13140.0	14093.0	14632.0	15841.0	17108.0	17649.0	18394.0	20108.0	20977.0	23904.0	24949.0	29119.0	31649.0	36960.0	40255.0	41241.0	40166.0	36955.0	39226.0	46909.0	54185.0	59821.0	67248.0	85240.0	97981.0	117563.0	164090.0	514791.0	5105360.0	42044269.0
LV1-EC_bRNA_2	15648.0	15319.0	15676.0	15970.0	16260.0	16236.0	16514.0	16496.0	17217.0	17356.0	17121.0	17319.0	18433.0	19388.0	20412.0	19727.0	17597.0	18446.0	19591.0	19831.0	22044.0	24167.0	27388.0	29774.0	33253.0	35956.0	39267.0	39806.0	42663.0	45205.0	51110.0	57468.0	64132.0	71152.0	87585.0	100835.0	121129.0	166597.0	518100.0	5090239.0	41962391.0
LV2-EC_bRNA_1	3329.0	6943.0	12257.0	13962.0	14314.0	15393.0	15705.0	16015.0	16852.0	16521.0	16594.0	15831.0	16723.0	17584.0	19200.0	20674.0	22794.0	23102.0	24906.0	26682.0	28961.0	30979.0	35233.0	37963.0	42964.0	45452.0	48620.0	48936.0	44202.0	46848.0	57043.0	66450.0	72527.0	82825.0	106440.0	122129.0	148677.0	207891.0	620408.0	6050795.0	50138639.0
LV2-EC_bRNA_2	16489.0	16836.0	17518.0	18157.0	18187.0	18725.0	19203.0	19231.0	19719.0	20153.0	20828.0	20868.0	22106.0	23090.0	24973.0	23572.0	21695.0	22370.0	23675.0	23742.0	26735.0	28961.0	32110.0	34942.0	38687.0	40705.0	44888.0	47067.0	50143.0	52733.0	61069.0	69547.0	76287.0	86803.0	107707.0	122483.0	149074.0	206846.0	618260.0	6033820.0	50079359.0
LV3-EC_bRNA_1	3291.0	6817.0	11664.0	12965.0	12979.0	13562.0	14095.0	13861.0	14671.0	14121.0	14158.0	13015.0	13673.0	14105.0	15326.0	16755.0	16748.0	16944.0	18269.0	18854.0	21274.0	22027.0	25633.0	27381.0	32229.0	35059.0	36789.0	33205.0	27939.0	28678.0	34434.0	42278.0	45741.0	52900.0	69654.0	83724.0	103642.0	152248.0	551714.0	5886497.0	48376485.0
LV3-EC_bRNA_2	18080.0	17503.0	17771.0	17903.0	18112.0	17951.0	18419.0	18431.0	18812.0	18918.0	18744.0	18809.0	19415.0	20423.0	21535.0	21101.0	17315.0	17846.0	18518.0	18214.0	20178.0	22086.0	24681.0	26365.0	29632.0	31908.0	34199.0	33395.0	34762.0	36032.0	40637.0	46612.0	51083.0	58277.0	73852.0	87555.0	108474.0	157848.0	557914.0	5876717.0	48239377.0
