Sample	5.0	10.0	15.0	20.0	25.0	30.0	35.0	40.0	45.0	50.0	55.0	60.0	65.0	70.0	75.0	80.0	85.0	90.0	95.0	100.0
BR1-EC_bRNA	51293.0	65719.0	74204.0	80157.0	84853.0	88764.0	92039.0	95021.0	97679.0	100063.0	102135.0	104075.0	105891.0	107647.0	109316.0	110937.0	112420.0	113888.0	115260.0	116581.0
BR2-EC_bRNA	54137.0	69027.0	77764.0	83883.0	88706.0	92778.0	96326.0	99346.0	102137.0	104565.0	106894.0	109042.0	111080.0	112967.0	114747.0	116502.0	118112.0	119646.0	121091.0	122538.0
BR3-EC_bRNA	58755.0	72815.0	80867.0	86598.0	91093.0	94780.0	98003.0	100843.0	103356.0	105693.0	107798.0	109871.0	111764.0	113449.0	115129.0	116716.0	118282.0	119777.0	121165.0	122524.0
LG1-EC_bRNA	50476.0	69016.0	80493.0	88670.0	94923.0	100369.0	104849.0	108681.0	112107.0	115230.0	117989.0	120664.0	123071.0	125279.0	127266.0	129222.0	130983.0	132648.0	134219.0	135770.0
LG2-EC_bRNA	18976.0	28036.0	34178.0	38797.0	42567.0	45646.0	48337.0	50721.0	52785.0	54633.0	56322.0	57782.0	59200.0	60443.0	61628.0	62744.0	63847.0	64830.0	65717.0	66585.0
LG3-EC_bRNA	37820.0	53323.0	63192.0	70301.0	75862.0	80414.0	84182.0	87454.0	90325.0	92787.0	95086.0	97148.0	98997.0	100707.0	102267.0	103759.0	105257.0	106636.0	107883.0	109123.0
LV1-EC_bRNA	51649.0	66704.0	75457.0	81787.0	86686.0	90660.0	94028.0	97050.0	99685.0	102162.0	104494.0	106530.0	108464.0	110296.0	112065.0	113695.0	115209.0	116693.0	118102.0	119469.0
LV2-EC_bRNA	39562.0	49286.0	55352.0	59640.0	63176.0	66176.0	68747.0	71044.0	73200.0	75164.0	76933.0	78605.0	80202.0	81663.0	83050.0	84385.0	85691.0	86944.0	88168.0	89332.0
LV3-EC_bRNA	60207.0	75672.0	84738.0	90966.0	95800.0	99828.0	103208.0	106140.0	108773.0	111121.0	113366.0	115306.0	117159.0	118957.0	120639.0	122194.0	123740.0	125188.0	126586.0	127882.0
