Sample	5.0	10.0	15.0	20.0	25.0	30.0	35.0	40.0	45.0	50.0	55.0	60.0	65.0	70.0	75.0	80.0	85.0	90.0	95.0	100.0
BR1-EC_bRNA	4919.0	7917.0	10238.0	12255.0	13983.0	15632.0	17104.0	18534.0	19909.0	21149.0	22287.0	23390.0	24458.0	25526.0	26595.0	27649.0	28625.0	29620.0	30549.0	31458.0
BR2-EC_bRNA	5249.0	8541.0	10994.0	13131.0	15062.0	16827.0	18575.0	20142.0	21683.0	23007.0	24346.0	25633.0	26902.0	28128.0	29306.0	30476.0	31597.0	32672.0	33680.0	34727.0
BR3-EC_bRNA	5625.0	8816.0	11229.0	13390.0	15289.0	16996.0	18621.0	20153.0	21504.0	22878.0	24174.0	25446.0	26686.0	27774.0	28907.0	30003.0	31135.0	32202.0	33226.0	34239.0
LG1-EC_bRNA	4352.0	7446.0	10009.0	12196.0	14164.0	16026.0	17677.0	19276.0	20765.0	22148.0	23434.0	24757.0	25988.0	27177.0	28230.0	29336.0	30321.0	31280.0	32195.0	33122.0
LG2-EC_bRNA	1235.0	2098.0	2848.0	3475.0	4080.0	4570.0	5063.0	5524.0	5937.0	6311.0	6714.0	7042.0	7413.0	7704.0	7997.0	8299.0	8588.0	8894.0	9168.0	9426.0
LG3-EC_bRNA	2576.0	4370.0	5831.0	7182.0	8342.0	9452.0	10404.0	11301.0	12185.0	12957.0	13714.0	14442.0	15135.0	15775.0	16414.0	17026.0	17659.0	18250.0	18794.0	19336.0
LV1-EC_bRNA	4377.0	7074.0	9148.0	11048.0	12763.0	14278.0	15670.0	17040.0	18314.0	19539.0	20734.0	21863.0	22931.0	24038.0	25090.0	26085.0	27023.0	27992.0	28915.0	29841.0
LV2-EC_bRNA	4354.0	6693.0	8536.0	10143.0	11545.0	12899.0	14131.0	15287.0	16461.0	17558.0	18576.0	19553.0	20509.0	21399.0	22266.0	23125.0	23981.0	24824.0	25669.0	26484.0
LV3-EC_bRNA	5033.0	7879.0	10254.0	12209.0	13888.0	15509.0	16955.0	18293.0	19509.0	20686.0	21884.0	22942.0	24051.0	25112.0	26134.0	27096.0	28062.0	28983.0	29948.0	30813.0
